type,galaxyID,timeStep,age(GYr),redshift(z),camera,filter,px(pixels),errpx(pixels),py(pixels),errpy(pixels),mag,errmag,rad(pixels),errrad(pixels),rad(kpc),errrad(kpc),sersicIndex(n),errsersicIndex(n),b/a,errb/a,angle(deg),errangle(deg),sky
enum,enum,numeric,numeric,numeric,numeric,enum,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric
central,VELA28MRP,248310,2.146,3.03225806452,8,F160W,299.3459,0.0843,305.9078,0.0764,22.7719,0.0046,33.3954,0.1205,1974.38280156,7.1241287,0.8671,0.0057,0.4246,0.0016,49.1570,0.1549,0.000e+00
other,VELA28MRP,248310,2.146,3.03225806452,8,F160W,458.9490,0.0270,161.5626,0.0405,22.6122,0.0042,13.6687,0.0570,808.11268018,3.3699198,1.2333,0.0058,0.6372,0.0024,5.8474,0.3069,0.000e+00
other,VELA28MRP,251650,2.197,2.96825396825,0,F160W,498.2144,0.0312,272.6255,0.0244,22.6878,0.0047,10.8110,0.0509,647.7594437,3.04976003,1.5331,0.0093,0.8200,0.0038,-76.3966,0.7931,0.000e+00
central,VELA28MRP,251650,2.197,2.96825396825,0,F160W,301.1737,0.1387,303.1373,0.0676,23.0362,0.0056,37.3423,0.1929,2237.42738641,11.55793143,0.8850,0.0044,0.4147,0.0020,-82.9488,0.1499,0.000e+00
other,VELA28MRP,251650,2.197,2.96825396825,0,F160W,395.9723,37.5824,526.4119,15.6019,29.1794,2.5494,884.6680,2623.7600,53006.3871556,157207.040792,2.2834,3.4506,0.4066,0.1832,-80.7543,16.2566,0.000e+00
other,VELA28MRP,251650,2.197,2.96825396825,1,F160W,409.4386,0.0309,160.2896,0.0440,22.7542,0.0050,14.7076,0.0757,881.23085692,4.53569419,1.3937,0.0098,0.6692,0.0030,20.5151,0.4121,0.000e+00
central,VELA28MRP,251650,2.197,2.96825396825,1,F160W,301.0982,0.1431,301.5615,0.0971,22.9054,0.0053,38.6296,0.1817,2314.55815432,10.88686439,0.7419,0.0039,0.4476,0.0022,57.5509,0.1935,0.000e+00
other,VELA28MRP,251650,2.197,2.96825396825,5,F160W,495.0814,0.0268,196.3224,0.0328,22.7175,0.0045,12.3037,0.0590,737.19710179,3.5350853,1.4381,0.0090,0.7638,0.0031,21.0697,0.5600,0.000e+00
central,VELA28MRP,251650,2.197,2.96825396825,5,F160W,298.9826,0.1351,300.8200,0.0552,22.9447,0.0050,34.7536,0.1625,2082.32102512,9.73646375,0.9064,0.0042,0.4194,0.0019,74.3299,0.1777,0.000e+00
other,VELA28MRP,251650,2.197,2.96825396825,6,F160W,356.5523,0.0227,62.9032,0.0350,22.7355,0.0049,12.8894,0.0637,772.29031298,3.81669379,1.4957,0.0102,0.6488,0.0030,25.7029,0.3876,0.000e+00
other,VELA28MRP,251650,2.197,2.96825396825,6,F160W,381.3286,0.5681,344.0489,0.2619,25.3251,0.0181,40.6079,0.4591,2433.09136193,27.50775697,0.5276,0.0159,0.4498,0.0053,75.6583,0.5926,0.000e+00
central,VELA28MRP,251650,2.197,2.96825396825,6,F160W,302.6742,0.0752,300.7855,0.1342,23.0589,0.0051,39.9404,0.2031,2393.09696468,12.16908177,0.9250,0.0050,0.3882,0.0021,29.2233,0.1648,0.000e+00
central,VELA28MRP,251650,2.197,2.96825396825,7,F160W,295.9758,0.1114,301.8017,0.0774,22.8120,0.0043,42.2341,0.1469,2530.52789947,8.80176323,0.6705,0.0029,0.3180,0.0010,55.5121,0.0887,0.000e+00
other,VELA28MRP,251650,2.197,2.96825396825,7,F160W,476.1026,0.0190,171.9627,0.0290,22.7153,0.0041,12.7337,0.0544,762.96128279,3.25946848,1.6284,0.0074,0.6272,0.0024,19.8096,0.2941,0.000e+00
other,VELA28MRP,251650,2.197,2.96825396825,8,F160W,479.5213,0.0193,177.1566,0.0298,22.7192,0.0042,12.6025,0.0547,755.10021175,3.27744349,1.5956,0.0070,0.6517,0.0025,21.0610,0.3208,0.000e+00
central,VELA28MRP,251650,2.197,2.96825396825,8,F160W,295.2379,0.1114,302.6876,0.0735,22.8048,0.0044,43.9609,0.1517,2633.99205703,9.08936339,0.6531,0.0031,0.3127,0.0011,56.9096,0.0885,0.000e+00
central,VELA28MRP,254194,2.223,2.93700787402,0,F160W,300.5736,0.1480,300.7899,0.1163,23.0430,0.0057,44.1416,0.2404,2671.55115768,14.54956092,1.0682,0.0072,0.3674,0.0019,-51.9321,0.1576,0.000e+00
other,VELA28MRP,254194,2.223,2.93700787402,0,F160W,213.4780,0.0830,500.8044,0.1308,28.8963,0.8367,366.6065,1052.9529,22187.868575,63727.1312997,19.8937,16.2243,0.9093,0.1359,70.4481,53.9114,0.000e+00
other,VELA28MRP,254194,2.223,2.93700787402,0,F160W,516.0754,0.0300,407.0483,0.0246,22.7220,0.0049,11.2498,0.0550,680.86377054,3.3287265,1.3644,0.0099,0.8205,0.0037,-59.6576,0.8497,0.000e+00
other,VELA28MRP,254194,2.223,2.93700787402,1,F160W,285.7954,0.0399,110.0557,0.0675,24.5141,0.0096,11.6252,0.1223,703.58384196,7.40187729,1.5311,0.0134,0.5740,0.0054,-23.9018,0.5427,0.000e+00
other,VELA28MRP,254194,2.223,2.93700787402,1,F160W,424.7602,0.0238,258.3603,0.0288,22.6870,0.0042,13.5484,0.0665,819.98032932,4.02473295,1.6410,0.0096,0.7712,0.0032,24.5476,0.5676,0.000e+00
central,VELA28MRP,254194,2.223,2.93700787402,1,F160W,302.7434,0.1295,298.4709,0.0457,22.7857,0.0043,38.6551,0.1618,2339.49555873,9.79250814,0.9353,0.0047,0.3359,0.0013,80.4733,0.1152,0.000e+00
other,VELA28MRP,254194,2.223,2.93700787402,5,F160W,510.3939,0.0227,333.0116,0.0254,22.7086,0.0045,12.2429,0.0572,740.96846667,3.46187556,1.4884,0.0088,0.6960,0.0029,46.0950,0.4122,0.000e+00
central,VELA28MRP,254194,2.223,2.93700787402,5,F160W,299.8221,0.1384,299.5393,0.0560,22.9687,0.0037,37.8469,0.1741,2290.58143587,10.53693243,0.8998,0.0047,0.3912,0.0018,-71.4740,0.1506,0.000e+00
central,VELA28MRP,254194,2.223,2.93700787402,6,F160W,300.5392,0.1065,300.1559,0.1632,23.0416,0.0057,45.0121,0.2458,2724.23581983,14.87638134,1.0707,0.0074,0.3569,0.0019,-33.0919,0.1536,0.000e+00
other,VELA28MRP,254194,2.223,2.93700787402,6,F160W,129.3103,0.0247,126.7966,0.0342,22.7311,0.0049,12.1073,0.0596,732.76164279,3.60712908,1.4137,0.0096,0.7263,0.0033,-33.7445,0.5334,0.000e+00
other,VELA28MRP,254194,2.223,2.93700787402,7,F160W,507.6106,0.0211,280.9608,0.0229,22.7212,0.0042,12.8454,0.0568,777.43315242,3.43766664,1.6352,0.0080,0.5901,0.0024,45.3528,0.2617,0.000e+00
central,VELA28MRP,254194,2.223,2.93700787402,7,F160W,298.1921,0.1539,299.2486,0.0474,22.8331,0.0044,42.4279,0.1760,2567.83409217,10.6519248,0.8504,0.0040,0.3137,0.0012,89.4632,0.0970,0.000e+00
other,VELA28MRP,254194,2.223,2.93700787402,8,F160W,507.9382,0.0230,289.1497,0.0225,22.7212,0.0042,12.7304,0.0563,770.47308792,3.40740549,1.5938,0.0078,0.5980,0.0024,45.4113,0.2680,0.000e+00
central,VELA28MRP,254194,2.223,2.93700787402,8,F160W,297.8353,0.1623,299.2789,0.0495,22.8561,0.0045,45.1879,0.1833,2734.87564017,11.09373759,0.7237,0.0028,0.2970,0.0010,-89.5415,0.0865,0.000e+00
other,VELA28MRP,256556,2.262,2.89105058366,0,F160W,17.3550,0.0423,219.5297,0.0522,24.6350,0.0133,9.4613,0.1467,577.94161824,8.96114016,1.8464,0.0206,0.7680,0.0078,28.2805,1.7114,0.000e+00
other,VELA28MRP,256556,2.262,2.89105058366,0,F160W,448.5385,0.0413,475.7195,0.0327,22.8596,0.0061,13.0044,0.0792,794.37117312,4.83791616,1.3551,0.0128,0.7515,0.0042,-54.6696,0.7128,0.000e+00
central,VELA28MRP,256556,2.262,2.89105058366,0,F160W,301.1823,0.1119,298.6271,0.1905,23.0012,0.0065,43.7694,0.2726,2673.64504512,16.65171648,1.0264,0.0079,0.3576,0.0021,-29.7535,0.1785,0.000e+00
other,VELA28MRP,256556,2.262,2.89105058366,1,F160W,430.2686,0.0331,312.9417,0.0362,22.8400,0.0046,12.2559,0.0709,748.64920032,4.33091232,1.6083,0.0122,0.8847,0.0042,23.1052,1.4932,0.000e+00
central,VELA28MRP,256556,2.262,2.89105058366,1,F160W,297.8201,0.1713,300.8202,0.0549,22.7394,0.0047,42.8800,0.2318,2619.316224,14.15945664,0.9986,0.0064,0.3207,0.0013,-86.1782,0.1225,0.000e+00
other,VELA28MRP,256556,2.262,2.89105058366,1,F160W,296.4376,0.0524,50.4109,0.0762,24.6481,0.0122,11.9881,0.1718,732.29069088,10.49436864,1.6472,0.0242,0.6465,0.0071,-22.6316,0.9148,0.000e+00
other,VELA28MRP,256556,2.262,2.89105058366,5,F160W,473.5933,0.0391,388.6183,0.0282,22.8414,0.0056,13.7640,0.0827,840.7711872,5.05171296,1.5553,0.0118,0.6902,0.0037,57.8469,0.5019,0.000e+00
central,VELA28MRP,256556,2.262,2.89105058366,5,F160W,300.4393,0.1344,299.2523,0.0965,22.8796,0.0057,38.4553,0.2080,2349.03430944,12.7056384,1.0154,0.0067,0.3933,0.0020,-53.7873,0.1854,0.000e+00
central,VELA28MRP,256556,2.262,2.89105058366,6,F160W,301.6698,0.2026,301.9176,0.0744,23.0014,0.0064,43.2894,0.2627,2644.32434112,16.04697696,1.0910,0.0089,0.3640,0.0021,83.3540,0.1732,0.000e+00
other,VELA28MRP,256556,2.262,2.89105058366,6,F160W,79.7717,0.0478,363.2102,0.0389,22.8704,0.0060,12.3619,0.0732,755.12418912,4.47140736,1.3301,0.0122,0.8050,0.0044,69.3742,0.9202,0.000e+00
other,VELA28MRP,256556,2.262,2.89105058366,6,F160W,489.5801,0.0344,20.3978,0.0441,24.4548,0.0122,8.3695,0.1194,511.2492336,7.29352512,1.9384,0.0240,0.7948,0.0097,-28.1466,1.9818,0.000e+00
central,VELA28MRP,256556,2.262,2.89105058366,7,F160W,298.6794,0.1550,299.9048,0.0491,22.7498,0.0049,41.3650,0.1974,2526.772752,12.05813952,0.9783,0.0058,0.3155,0.0014,-75.6626,0.1105,0.000e+00
other,VELA28MRP,256556,2.262,2.89105058366,7,F160W,486.0729,0.0366,328.7858,0.0244,22.8628,0.0052,14.4017,0.0789,879.72496416,4.81959072,1.6253,0.0101,0.6342,0.0031,54.9847,0.3831,0.000e+00
central,VELA28MRP,256556,2.262,2.89105058366,8,F160W,298.9337,0.1592,299.3575,0.0545,22.7923,0.0051,40.4484,0.1951,2470.78242432,11.91764448,0.8341,0.0034,0.3242,0.0014,-70.9820,0.1125,0.000e+00
other,VELA28MRP,256556,2.262,2.89105058366,8,F160W,484.4544,0.0374,337.6918,0.0252,22.8698,0.0052,13.9550,0.0775,852.438384,4.734072,1.5045,0.0076,0.6445,0.0031,56.2766,0.3956,0.000e+00
other,VELA28MRP,259116,2.288,2.861003861,0,F160W,370.4329,0.0534,494.7298,0.0436,23.0049,0.0050,13.5264,0.0906,834.50042688,5.58949452,1.3363,0.0113,0.8064,0.0050,-61.9367,1.0387,0.000e+00
central,VELA28MRP,259116,2.288,2.861003861,0,F160W,300.0200,0.0679,300.9046,0.1449,22.9994,0.0050,41.1453,0.2636,2538.42636726,16.26259112,1.2159,0.0098,0.3657,0.0023,-18.7406,0.1619,0.000e+00
central,VELA28MRP,259116,2.288,2.861003861,1,F160W,299.7934,0.1291,301.1243,0.0523,22.7836,0.0053,35.8173,0.2323,2209.71966966,14.33156266,1.3424,0.0102,0.3901,0.0019,-89.8155,0.1721,0.000e+00
other,VELA28MRP,259116,2.288,2.861003861,1,F160W,428.5930,0.0387,303.3518,0.0365,22.9709,0.0047,11.9746,0.0812,738.76336732,5.00956904,1.6079,0.0136,0.9646,0.0045,-82.3308,5.7561,0.000e+00
central,VELA28MRP,259116,2.288,2.861003861,5,F160W,300.0506,0.1193,300.2420,0.1095,22.8776,0.0063,39.0770,0.2416,2410.8242534,14.90531872,1.3218,0.0103,0.3846,0.0021,-46.9574,0.1913,0.000e+00
central,VELA28MRP,259116,2.288,2.861003861,6,F160W,300.2672,0.1561,300.2685,0.0734,23.0182,0.0064,40.5943,0.2570,2504.43286306,15.8554094,1.1599,0.0101,0.3744,0.0023,-88.2106,0.1675,0.000e+00
other,VELA28MRP,259116,2.288,2.861003861,6,F160W,94.0677,0.0514,300.9660,0.0477,23.0025,0.0063,12.1669,0.0810,750.62716198,4.9972302,1.3804,0.0130,0.9298,0.0055,75.9599,3.0739,0.000e+00
other,VELA28MRP,259116,2.288,2.861003861,6,F160W,486.8904,0.1050,111.2881,0.0904,24.4689,0.0134,12.1677,0.1488,750.67651734,9.18009696,1.1413,0.0159,0.8428,0.0090,-58.5107,2.5034,0.000e+00
other,VELA28MRP,259116,2.288,2.861003861,7,F160W,450.7218,0.0499,343.4799,0.0398,22.9450,0.0053,13.9879,0.0804,862.97230018,4.96021368,1.3867,0.0100,0.8580,0.0038,88.2454,1.2255,0.000e+00
central,VELA28MRP,259116,2.288,2.861003861,7,F160W,299.2950,0.1183,300.1976,0.0485,22.7521,0.0051,36.7812,0.1864,2269.18670904,11.49979888,1.1388,0.0075,0.3564,0.0015,-67.6296,0.1383,0.000e+00
other,VELA28MRP,259116,2.288,2.861003861,7,F160W,92.1457,0.0994,69.2505,0.1293,24.6292,0.0124,18.2481,0.1511,1125.80193102,9.32199362,0.8432,0.0132,0.5919,0.0061,24.4124,0.7024,0.000e+00
other,VELA28MRP,259116,2.288,2.861003861,8,F160W,447.9390,0.0498,352.8723,0.0321,22.9402,0.0056,15.8007,0.0901,974.81154594,5.55864742,1.3790,0.0108,0.6390,0.0035,55.9543,0.4182,0.000e+00
central,VELA28MRP,259116,2.288,2.861003861,8,F160W,299.1013,0.1191,299.4333,0.0567,22.7674,0.0052,38.0145,0.2020,2345.2741659,12.4622284,1.1363,0.0085,0.3593,0.0016,-64.4006,0.1419,0.000e+00
other,VELA28MRP,259116,2.288,2.861003861,8,F160W,93.1102,0.1027,69.6344,0.1456,24.6310,0.0127,18.7055,0.1456,1154.0208581,8.98267552,0.7957,0.0132,0.5809,0.0063,23.5310,0.6778,0.000e+00
other,VELA28MRP,261736,2.328,2.81679389313,0,F160W,307.5627,0.0384,462.6834,0.0323,22.9711,0.0063,13.2313,0.0917,824.55079966,5.71457894,1.6025,0.0139,0.7684,0.0049,-47.3141,0.9030,0.000e+00
central,VELA28MRP,261736,2.328,2.81679389313,0,F160W,299.7183,0.0706,300.6986,0.1883,22.8959,0.0061,41.7442,0.2616,2601.42340444,16.30244112,1.2138,0.0104,0.3767,0.0022,-7.5746,0.2017,0.000e+00
other,VELA28MRP,261736,2.328,2.81679389313,1,F160W,286.8472,0.0824,88.0982,0.0945,24.2082,0.0113,17.0324,0.1203,1061.42850968,7.49687946,0.8308,0.0128,0.5268,0.0054,-41.8374,0.5161,0.000e+00
other,VELA28MRP,261736,2.328,2.81679389313,1,F160W,423.3170,0.0404,350.6795,0.0351,22.9000,0.0055,12.3231,0.0896,767.95341042,5.58371072,1.6483,0.0149,0.8593,0.0051,-74.2276,1.3769,0.000e+00
central,VELA28MRP,261736,2.328,2.81679389313,1,F160W,300.7882,0.1295,302.2473,0.0564,22.8276,0.0054,36.0836,0.2301,2248.66500152,14.33941782,1.3637,0.0097,0.4138,0.0021,-66.4176,0.1895,0.000e+00
other,VELA28MRP,261736,2.328,2.81679389313,5,F160W,212.8152,0.1981,97.0712,0.1302,24.4773,0.0122,22.5536,0.2004,1405.49975552,12.48856728,0.5997,0.0116,0.6017,0.0065,54.8615,0.8384,0.000e+00
central,VELA28MRP,261736,2.328,2.81679389313,5,F160W,300.4709,0.0874,301.8981,0.1371,22.8524,0.0056,38.0245,0.2383,2369.6183959,14.85042706,1.2497,0.0083,0.3918,0.0023,-32.4928,0.1920,0.000e+00
other,VELA28MRP,261736,2.328,2.81679389313,5,F160W,364.2748,0.0540,415.5164,0.0402,22.9193,0.0057,14.1013,0.0900,878.76763366,5.608638,1.4634,0.0114,0.7496,0.0047,73.1138,0.7548,0.000e+00
other,VELA28MRP,261736,2.328,2.81679389313,6,F160W,343.0882,0.1263,118.5223,0.1099,24.2859,0.0123,15.0269,0.1343,936.44935958,8.36933426,0.8313,0.0096,0.8936,0.0082,43.9030,3.4854,0.000e+00
central,VELA28MRP,261736,2.328,2.81679389313,6,F160W,299.4126,0.1506,301.5078,0.0954,22.9598,0.0061,41.5924,0.2613,2591.96350168,16.28374566,1.1370,0.0084,0.3692,0.0023,57.5388,0.1769,0.000e+00
other,VELA28MRP,261736,2.328,2.81679389313,6,F160W,149.8591,0.0313,379.0760,0.0342,22.9669,0.0060,11.0866,0.0819,690.89695612,5.10386058,1.4813,0.0091,0.8935,0.0046,54.2724,2.0576,0.000e+00
other,VELA28MRP,261736,2.328,2.81679389313,7,F160W,204.9025,0.1734,90.7771,0.1142,24.4470,0.0115,21.4283,0.1892,1335.37308506,11.79060344,0.5607,0.0108,0.6099,0.0055,55.7126,0.6774,0.000e+00
central,VELA28MRP,261736,2.328,2.81679389313,7,F160W,300.8576,0.1060,301.6792,0.0795,22.7008,0.0049,37.1605,0.1992,2315.7754711,12.41378544,1.1320,0.0082,0.3664,0.0016,-53.2468,0.1496,0.000e+00
other,VELA28MRP,261736,2.328,2.81679389313,7,F160W,398.6598,0.0525,366.6349,0.0415,22.8657,0.0053,14.5868,0.0814,909.02311976,5.07270148,1.3472,0.0113,0.7835,0.0041,78.6589,0.8150,0.000e+00
other,VELA28MRP,261736,2.328,2.81679389313,8,F160W,205.6100,0.1821,90.9546,0.1227,24.4521,0.0118,22.0211,0.1992,1372.31531402,12.41378544,0.5315,0.0106,0.5994,0.0056,55.2206,0.6722,0.000e+00
central,VELA28MRP,261736,2.328,2.81679389313,8,F160W,301.3538,0.0961,301.6403,0.0810,22.7006,0.0049,38.9665,0.2088,2428.3221403,13.01204016,1.2220,0.0067,0.3623,0.0016,-49.6620,0.1377,0.000e+00
other,VELA28MRP,261736,2.328,2.81679389313,8,F160W,394.1237,0.0523,374.2066,0.0420,22.8779,0.0053,14.4203,0.0834,898.64713946,5.19733788,1.3446,0.0117,0.7901,0.0043,71.9274,0.8687,0.000e+00
other,VELA28MRP,264599,2.367,2.77358490566,0,F160W,353.4819,0.0354,202.6356,0.0499,26.2714,0.1658,730.2868,397.8194,46007.849314,25062.5028542,20.0000,2.4306,0.3333,0.0068,53.8494,0.2954,0.000e+00
other,VELA28MRP,264599,2.367,2.77358490566,0,F160W,355.6625,0.0458,403.9907,0.0485,22.9993,0.0081,10.2936,0.0977,648.49371192,6.15507069,1.6650,0.0155,0.9366,0.0063,-26.1862,4.7929,0.000e+00
central,VELA28MRP,264599,2.367,2.77358490566,0,F160W,300.2607,0.0297,306.9892,0.0404,24.2840,0.0190,11.3794,0.1292,716.89878618,8.13956124,2.7664,0.0360,0.7025,0.0168,58.9346,1.6787,0.000e+00
other,VELA28MRP,264599,2.367,2.77358490566,1,F160W,208.2070,1.3683,277.9658,0.4866,25.1354,0.0196,83.3072,0.8279,5248.32860784,52.15745163,0.2753,0.0061,0.3788,0.0039,74.9378,0.4642,0.000e+00
other,VELA28MRP,264599,2.367,2.77358490566,1,F160W,396.8815,0.0293,313.6715,0.0314,22.8825,0.0041,11.7391,0.0637,739.55977827,4.01308089,1.6206,0.0080,0.9477,0.0045,-14.5541,3.5649,0.000e+00
central,VELA28MRP,264599,2.367,2.77358490566,1,F160W,306.1623,0.0997,300.8693,0.0396,22.7914,0.0049,28.1902,0.1708,1775.97414294,10.76034876,1.2788,0.0096,0.3961,0.0020,-80.9247,0.1627,0.000e+00
other,VELA28MRP,264599,2.367,2.77358490566,5,F160W,362.8123,0.0274,359.2644,0.0268,22.9793,0.0053,12.2460,0.0752,771.4943262,4.73757744,1.7453,0.0111,0.7318,0.0043,46.1211,0.6656,0.000e+00
central,VELA28MRP,264599,2.367,2.77358490566,5,F160W,303.5953,0.1107,302.1919,0.0736,22.7526,0.0048,37.8284,0.2191,2383.17785148,13.80323427,1.3097,0.0077,0.3682,0.0018,-56.9812,0.1622,0.000e+00
other,VELA28MRP,264599,2.367,2.77358490566,6,F160W,184.7921,0.0258,282.8228,0.0273,23.0017,0.0054,10.2373,0.0735,644.94682881,4.63047795,1.7072,0.0106,0.9314,0.0049,58.3922,3.1390,0.000e+00
central,VELA28MRP,264599,2.367,2.77358490566,6,F160W,295.3203,0.1517,299.5663,0.0608,22.8885,0.0054,38.7974,0.2332,2444.22456078,14.69153004,1.2772,0.0090,0.3775,0.0021,85.0554,0.1910,0.000e+00
other,VELA28MRP,264599,2.367,2.77358490566,6,F160W,558.8285,13467.6406,147.3503,4215.9897,25.6984,40.8163,23785.4941,893969.9375,1498478.99265,56319837.8715,1.2150,0.5734,4.598e-03,1.719e-01,-72.6109,1.9452,0.000e+00
other,VELA28MRP,264599,2.367,2.77358490566,7,F160W,366.9128,0.0262,319.4268,0.0193,22.9272,0.0048,12.5604,0.0709,791.30143188,4.46667873,1.8537,0.0120,0.7191,0.0037,46.6000,0.6159,0.000e+00
central,VELA28MRP,264599,2.367,2.77358490566,7,F160W,304.4114,0.0999,300.3690,0.0395,22.6657,0.0041,32.9111,0.1700,2073.38942667,10.709949,1.2378,0.0076,0.3738,0.0016,-75.3316,0.1494,0.000e+00
other,VELA28MRP,264599,2.367,2.77358490566,7,F160W,212.0034,0.0460,199.1561,0.0755,24.0297,0.0085,13.6733,0.1120,861.41379801,7.0559664,1.1908,0.0109,0.6323,0.0053,27.6109,0.6311,0.000e+00
other,VELA28MRP,264599,2.367,2.77358490566,8,F160W,366.2765,0.0251,325.6362,0.0241,22.9408,0.0043,12.4765,0.0709,786.01575705,4.46667873,1.7448,0.0106,0.7217,0.0037,45.4229,0.6215,0.000e+00
central,VELA28MRP,264599,2.367,2.77358490566,8,F160W,304.3626,0.1027,300.4914,0.0426,22.6838,0.0041,33.1785,0.1741,2090.23554645,10.96824777,1.2135,0.0042,0.3927,0.0017,-72.8642,0.1569,0.000e+00
other,VELA28MRP,264599,2.367,2.77358490566,8,F160W,211.9877,0.0591,199.2036,0.0847,24.0454,0.0087,14.5097,0.1200,914.10674709,7.559964,0.8978,0.0071,0.6018,0.0039,35.3654,0.5863,0.000e+00
central,VELA28MRP,267890,2.407,2.73134328358,0,F160W,307.9059,0.1156,291.3141,0.0967,21.9738,0.0046,43.7392,0.1330,2789.83488928,8.4831922,0.5591,0.0027,0.3711,0.0013,-50.4164,0.1058,0.000e+00
other,VELA28MRP,267890,2.407,2.73134328358,1,F160W,387.8968,0.0264,307.8174,0.0372,23.1955,0.0075,7.8394,0.0520,500.02358596,3.3167368,0.8993,0.0129,0.5816,0.0037,-23.3766,0.4680,0.000e+00
other,VELA28MRP,267890,2.407,2.73134328358,1,F160W,246.2161,0.0500,306.0888,0.0182,22.6657,0.0048,11.5078,0.0430,734.00661052,2.7426862,0.4707,0.0055,0.3201,0.0015,73.0480,0.1096,0.000e+00
central,VELA28MRP,267890,2.407,2.73134328358,1,F160W,301.7922,0.0984,299.7070,0.0403,21.9238,0.0041,31.3109,0.1297,1997.11565906,8.27270698,1.0864,0.0060,0.4092,0.0015,-86.4284,0.1121,0.000e+00
other,VELA28MRP,267890,2.407,2.73134328358,5,F160W,223.9345,0.0158,334.1489,0.0264,23.0384,0.0065,9.8311,0.0672,627.06098374,4.28624448,1.9926,0.0144,0.4209,0.0029,28.7495,0.2490,0.000e+00
central,VELA28MRP,267890,2.407,2.73134328358,5,F160W,289.3087,0.0654,299.0607,0.0952,22.0610,0.0038,29.1499,0.1044,1859.27973166,6.65898696,0.8937,0.0033,0.6205,0.0021,25.1689,0.2574,0.000e+00
other,VELA28MRP,267890,2.407,2.73134328358,5,F160W,308.3804,0.0252,266.4937,0.0294,22.6331,0.0055,7.0488,0.0412,449.59642992,2.62787608,0.7978,0.0098,0.7882,0.0041,-25.6068,0.8814,0.000e+00
other,VELA28MRP,267890,2.407,2.73134328358,6,F160W,247.0124,0.0385,262.8818,0.0251,22.8554,0.0065,8.7931,0.0538,560.85381454,3.43154692,1.0472,0.0126,0.5823,0.0036,69.8845,0.4115,0.000e+00
central,VELA28MRP,267890,2.407,2.73134328358,6,F160W,302.0381,0.1135,296.2821,0.0519,22.0078,0.0044,32.2672,0.1451,2058.11172448,9.25497134,1.0046,0.0061,0.4789,0.0018,-88.0077,0.1888,0.000e+00
other,VELA28MRP,267890,2.407,2.73134328358,6,F160W,371.8551,0.0504,306.8988,0.0231,22.8656,0.0064,10.6088,0.0475,676.66533392,3.0297115,0.5665,0.0083,0.3927,0.0021,-77.7059,0.2197,0.000e+00
central,VELA28MRP,267890,2.407,2.73134328358,7,F160W,286.7367,0.0310,293.3470,0.0458,21.6136,0.0033,21.2404,0.0591,1354.78492936,3.76959894,1.0434,0.0052,0.5825,0.0017,-34.9058,0.1840,0.000e+00
central,VELA28MRP,267890,2.407,2.73134328358,8,F160W,288.9764,0.0320,293.1940,0.0518,21.6881,0.0034,21.2446,0.0598,1355.05281964,3.81424732,0.9930,0.0052,0.6238,0.0019,-26.3731,0.2187,0.000e+00
other,VELA28MRP,271117,2.447,2.69003690037,0,F160W,372.8059,0.0640,210.4248,0.0924,23.4824,0.0121,11.3320,0.1435,731.5009976,9.2631833,1.3314,0.0143,0.6770,0.0082,5.5614,1.0336,0.000e+00
other,VELA28MRP,271117,2.447,2.69003690037,0,F160W,238.5791,0.0852,282.5282,0.0837,23.2080,0.0111,11.8921,0.1484,767.65646078,9.57948712,1.1603,0.0250,0.8413,0.0085,-89.9384,2.5513,0.000e+00
central,VELA28MRP,271117,2.447,2.69003690037,0,F160W,299.3501,0.0661,303.4153,0.0506,21.3358,0.0046,26.8465,0.0808,1732.9898987,5.21578544,0.8290,0.0063,0.5572,0.0022,-66.6875,0.2462,0.000e+00
central,VELA28MRP,271117,2.447,2.69003690037,1,F160W,300.6807,0.0491,298.2859,0.0291,21.0240,0.0030,26.9601,0.0619,1740.32298318,3.99575642,0.8976,0.0034,0.4630,0.0012,73.7188,0.1145,0.000e+00
other,VELA28MRP,271117,2.447,2.69003690037,5,F160W,409.2230,0.0672,284.4728,0.1000,23.5202,0.0115,12.3268,0.1495,795.71712824,9.6504941,1.1776,0.0214,0.8276,0.0086,25.4974,1.9949,0.000e+00
central,VELA28MRP,271117,2.447,2.69003690037,5,F160W,295.2532,0.0730,299.6640,0.0433,21.2045,0.0039,24.3569,0.0678,1572.28173742,4.37661204,0.8288,0.0055,0.5747,0.0018,-75.5762,0.2163,0.000e+00
central,VELA28MRP,271117,2.447,2.69003690037,6,F160W,304.3164,0.0483,298.7675,0.0728,21.3992,0.0045,27.2899,0.1031,1761.61216682,6.65529058,0.8650,0.0063,0.5559,0.0021,23.1652,0.1942,0.000e+00
other,VELA28MRP,271117,2.447,2.69003690037,6,F160W,221.5486,0.0865,245.6771,0.0723,23.0656,0.0097,16.4627,0.1642,1062.69691786,10.59940556,1.2474,0.0147,0.6355,0.0057,-54.1996,0.7087,0.000e+00
other,VELA28MRP,271117,2.447,2.69003690037,6,F160W,276.2083,0.0811,345.2444,0.1969,22.8668,0.0090,19.7458,0.1563,1274.62693244,10.08944634,0.5083,0.0099,0.3808,0.0032,23.4871,0.3158,0.000e+00
